sample_id,price,image_link,catalog_content,pc1,pc2,distance_from_center
142935,15.32,https://m.media-amazon.com/images/I/81w1+iDkNAL.jpg,"Item Name: Almond Black Tea (Loose) (Deluxe Blend) (4 oz, ZIN: 529736)
Bullet Point 1: Our Almond Black Tea is a scrumptuous flavored Black tea you will enjoy anytime! - Ingredients: Black tea, Almonds (Blanched, Sliced) and natural almond flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 4 oz
Bullet Point 5: Loose Leaf Black Tea - Packed in a convenient upright pouch!
Product Description: Our Almond Black Tea is a scrumptuous flavored Black tea you will enjoy anytime! - Ingredients: Black tea, Almonds (Blanched, Sliced) and natural almond flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teaspoon of tea for each cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweetener to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teaspoons of tea into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the tea itself. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher straining the tea. Add ice and top-up with cold water. Garnish and sweeten to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain our affordability and to look for new ways to serve you and the ones you love. TerraVita has become a trusted household name for many
Value: 4.0
Unit: Ounce
",2.8247776,-6.322816,6.988787050982445
142666,76.44,https://m.media-amazon.com/images/I/81+KnyPoYFL.jpg,"Item Name: Orange Mango Decaf Black Tea (Loose) (4 oz, ZIN: 530660) - 3 Pack
Bullet Point 1: Our Orange Mango Decaf Black Tea is a wonderful flavored decaffeinated Black tea with Orange Peel and Mango Slices (Dried) that you will enjoy the simple and elegant taste of! - Ingredients: Decaf Black tea, Orange Peel, Mango Slices (Dried) and natural orange mango flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 4 oz
Bullet Point 5: Loose Leaf Black Tea - Packed in a convenient upright pouch!
Product Description: Our Orange Mango Decaf Black Tea is a wonderful flavored decaffeinated Black tea with Orange Peel and Mango Slices (Dried) that you will enjoy the simple and elegant taste of! - Ingredients: Decaf Black tea, Orange Peel, Mango Slices (Dried) and natural orange mango flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teaspoon of tea for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Strain and pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teaspoons of tea into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the tea itself. Steep for 5 minutes. Fill a serving pitcher with 1/4 cold water. Strain and pour the tea into the serving pitcher Add ice and top-up with cold water. Sweeten and garnish to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain our affordab
Value: 12.0
Unit: Ounce
",2.864956,-6.2853336,6.971167039353686
2262,34.81,https://m.media-amazon.com/images/I/81sDt6lCoZL.jpg,"Item Name: Kona Vanilla Macadamia Nut Chamomile Tea (Loose) (4 oz, ZIN: 539883) - 2 Pack
Bullet Point 1: Our Kona Vanilla Macadamia Nut Chamomile Tea is a delicious flavored Chamomile tea with Coconut, Macadamia Nuts and Marigold that you will enjoy relaxing with anytime! The natural Kona Vanilla Macadamia Nut taste is delicious! - Ingredients: Chamomile tea, Coconut, Macadamia Nuts, Marigold and Natural Kona Vanilla Macadamia Nut Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 4 oz
Bullet Point 5: Loose Leaf Chamomile Tea - Packed in a convenient upright pouch!
Product Description: Our Kona Vanilla Macadamia Nut Chamomile Tea is a delicious flavored Chamomile tea with Coconut, Macadamia Nuts and Marigold that you will enjoy relaxing with anytime! The natural Kona Vanilla Macadamia Nut taste is delicious! - Ingredients: Chamomile tea, Coconut, Macadamia Nuts, Marigold and Natural Kona Vanilla Macadamia Nut Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teaspoon of tea for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Strain and pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teaspoons of tea into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the tea itself. Steep for 5 minutes. Fill a serving pitcher with 1/4 cold water. Strain and pour the tea into the serving pitcher Add ice and top-up with cold water. Sweeten and garnish to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable a
Value: 8.0
Unit: Ounce
",2.891327,-6.255616,6.955170004591585
142919,46.64,https://m.media-amazon.com/images/I/81MAfz6RvjL.jpg,"Item Name: Caramel Black Tea (Loose) (Deluxe Blend) (8 oz, ZIN: 529953) - 2 Pack
Bullet Point 1: Our Caramel Black Tea is a scrumptuous flavored Black tea you will enjoy anytime! - Ingredients: Black tea and natural caramel flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 8 oz
Bullet Point 5: Loose Leaf Black Tea - Packed in a convenient upright pouch!
Product Description: Our Caramel Black Tea is a scrumptuous flavored Black tea you will enjoy anytime! - Ingredients: Black tea and natural caramel flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teaspoon of tea for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Strain and pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teaspoons of tea into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the tea itself. Steep for 5 minutes. Fill a serving pitcher with 1/4 cold water. Strain and pour the tea into the serving pitcher Add ice and top-up with cold water. Sweeten and garnish to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain our affordability and to look for new ways to serve you and the ones you love. TerraVita has become a trusted household name for many families and can b
Value: 16.0
Unit: Ounce
",2.788496,-6.299882,6.953080025785497
195875,48.62,https://m.media-amazon.com/images/I/81cC8iVz8xL.jpg,"Item Name: Pomegranate Peel Tea (Loose) (8 oz, ZIN: 514629) - 3 Pack
Bullet Point 1: Pomegranate Peel Tea (Loose) (8 oz, ZIN: 514629)
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 8 oz
Bullet Point 5: Loose Leaf Herbal Tea - Packed in a convenient upright pouch!
Product Description: Pomegranate Peel Tea (Loose) (8 oz, ZIN: 514629)<BR><BR>Packaged in the United States in a GMP certified facility (Good Manufacturing Practice).<BR><BR>No fillers.<BR><BR>Manufacturer: TerraVita<BR><BR>Size: 8 oz<BR><BR>Loose Leaf Herbal Tea - Packed in a convenient upright pouch!<BR><BR>Ingredients: Pomegranate
Value: 24.0
Unit: Ounce
",2.8741217,-6.24796,6.941009676908409
195802,71.06,https://m.media-amazon.com/images/I/81FgH9ZTvCL.jpg,"Item Name: Cranesbill Root Tea (Loose) (4 oz, ZIN: 514754) - 3 Pack
Bullet Point 1: Cranesbill Root Tea (Loose) (4 oz, ZIN: 514754)
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 4 oz
Bullet Point 5: Loose Leaf Herbal Tea - Packed in a convenient upright pouch!
Product Description: Cranesbill Root Tea (Loose) (4 oz, ZIN: 514754)<BR><BR>Packaged in the United States in a GMP certified facility (Good Manufacturing Practice).<BR><BR>No fillers.<BR><BR>Manufacturer: TerraVita<BR><BR>Size: 4 oz<BR><BR>Loose Leaf Herbal Tea - Packed in a convenient upright pouch!<BR><BR>Ingredients: Cranesbill Root
Value: 12.0
Unit: Ounce
",2.9396849,-6.2152777,6.939124599216377
143911,29.36,https://m.media-amazon.com/images/I/814fpbVbcsL.jpg,"Item Name: Cloves Chamomile Tea (Loose) (8 oz, ZIN: 532069)
Bullet Point 1: Our Cloves Chamomile Tea is a delicious flavored Chamomile tea with Cloves that you will enjoy relaxing with anytime! The natural Cloves taste is delicious! - Ingredients: Chamomile tea, Cloves and Natural Cloves Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 8 oz
Bullet Point 5: Loose Leaf Chamomile Tea - Packed in a convenient upright pouch!
Product Description: Our Cloves Chamomile Tea is a delicious flavored Chamomile tea with Cloves that you will enjoy relaxing with anytime! The natural Cloves taste is delicious! - Ingredients: Chamomile tea, Cloves and Natural Cloves Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teaspoon of tea for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Strain and pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teaspoons of tea into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the tea itself. Steep for 5 minutes. Fill a serving pitcher with 1/4 cold water. Strain and pour the tea into the serving pitcher Add ice and top-up with cold water. Sweeten and garnish to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain our affordability and to look for new ways to serve you and the on
Value: 8.0
Unit: Ounce
",2.8297997,-6.265318,6.9384057603523
196655,56.25,https://m.media-amazon.com/images/I/81j6+0HO36L.jpg,"Item Name: American Saffron and Slippery Elm Bark Combination Tea (Loose) (4 oz, ZIN: 516623) - 2 Pack
Bullet Point 1: American Saffron and Slippery Elm Bark Combination Tea (Loose) (4 oz, ZIN: 516623)
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 4 oz
Bullet Point 5: Loose Leaf Herbal Tea - Packed in a convenient upright pouch!
Product Description: American Saffron and Slippery Elm Bark Combination Tea (Loose) (4 oz, ZIN: 516623)<BR><BR>Packaged in the United States in a GMP certified facility (Good Manufacturing Practice).<BR><BR>No fillers.<BR><BR>Manufacturer: TerraVita<BR><BR>Size: 4 oz<BR><BR>Loose Leaf Herbal Tea - Packed in a convenient upright pouch!<BR><BR>Ingredients: American Saffron (Safflower), White Slippery Elm
Value: 8.0
Unit: Ounce
",2.9067125,-6.227828,6.93645492560141
142361,29.13,https://m.media-amazon.com/images/I/8110hkIdVTL.jpg,"Item Name: Raspberry Rooibos Tea (Loose) (8 oz, ZIN: 530885)
Bullet Point 1: Our Raspberry Rooibos Tea is a delightful flavored Rooibos tea with Raspberry Leaf (Red) that you will really enjoy! - Ingredients: Rooibos tea, Raspberry Leaf (Red) and natural raspberry flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 8 oz
Bullet Point 5: Loose Leaf Rooibos Tea - Packed in a convenient upright pouch!
Product Description: Our Raspberry Rooibos Tea is a delightful flavored Rooibos tea with Raspberry Leaf (Red) that you will really enjoy! - Ingredients: Rooibos tea, Raspberry Leaf (Red) and natural raspberry flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teaspoon of tea for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Strain and pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teaspoons of tea into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the tea itself. Steep for 5 minutes. Fill a serving pitcher with 1/4 cold water. Strain and pour the tea into the serving pitcher Add ice and top-up with cold water. Sweeten and garnish to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain our affordability and to look for new ways to serve you and the ones you love. TerraVita ha
Value: 8.0
Unit: Ounce
",2.9230309,-6.2071524,6.92466636164328
195188,57.19,https://m.media-amazon.com/images/I/81KRv5ASskL.jpg,"Item Name: Benedict's Herb Tea (Loose) (8 oz, ZIN: 512611) - 2 Pack
Bullet Point 1: Benedict's Herb Tea (Loose) (8 oz, ZIN: 512611)
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 8 oz
Bullet Point 5: Loose Leaf Herbal Tea - Packed in a convenient upright pouch!
Product Description: Benedict's Herb Tea (Loose) (8 oz, ZIN: 512611)<BR><BR>Packaged in the United States in a GMP certified facility (Good Manufacturing Practice).<BR><BR>No fillers.<BR><BR>Manufacturer: TerraVita<BR><BR>Size: 8 oz<BR><BR>Loose Leaf Herbal Tea - Packed in a convenient upright pouch!<BR><BR>Ingredients: Benedict's Herb
Value: 16.0
Unit: Ounce
",2.9630523,-6.1868715,6.923522927682368
